window	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm
window_514563	1.62	0.79	6.14	0.5	0.08	2.22	0.34	1.98	1.56
window_514568	0.27	0.57	0.62	0.2	0.03	0.2	0.22	1.73	0.42
window_514569	0.27	0.57	0.62	0.2	0.03	0.2	0.22	1.73	0.42
window_514570	16.2	4.83	11.02	1.98	0.32	10.04	1.97	9.91	4.1
window_514583	0	0	0	0	0	0	0	0	0
window_514589	0.29	0.2	0	0	0	0.03	0.64	0.02	0.02
window_514610	0	0	0	0	2.79	0	0.86	0	0.11
window_514614	0	0	0.15	0	0	0.93	0.14	0.02	3.06
window_514616	1.19	0.84	0.95	0.83	0.24	0.38	1.91	4.46	0.84
window_514617	6.87	5.36	6.73	3.21	0.06	12.81	1.84	6.4	5.53
window_514618	6.87	5.36	6.73	3.21	0.06	12.81	1.84	6.4	5.53
window_514623	0.79	0.24	1.07	0.46	0	1.03	0.15	1.33	0.21
window_514649	0.07	4.18	16.66	0.16	0.04	0.04	7.83	0.18	8.29
window_514651	0.42	1.31	2.32	3.06	0.01	1.66	0.17	1.52	0.78
window_514652	0.42	1.31	2.32	3.06	0.01	1.66	0.17	1.52	0.78
window_514655	7.26	4.93	9.05	3.73	0.09	7.33	2.67	8.08	5.93
window_514656	7.26	4.93	9.05	3.73	0.09	7.33	2.67	8.08	5.93
window_514657	7.26	4.93	9.05	3.73	0.09	7.33	2.67	8.08	5.93
window_514661	15.44	9.8	6.77	4.35	0.07	4.69	8.07	9.33	15.75
window_514686	2.14	0.95	4.13	1.07	0.03	1.09	0.27	7.3	0.5
window_514690	4.91	1.64	6.37	1.22	0.02	2.17	0.57	8.82	0.95
window_514693	6.69	0.8	6.84	0.36	0.03	2.4	0.36	4.75	0.67
window_514694	74.89	12.13	40.02	5.67	0.11	2.56	2.36	42.22	16.04
window_514695	0	0.02	0	0.03	0.42	0.01	2.37	0.08	0.06
window_514696	0	0.02	0	0.03	0.42	0.01	2.37	0.08	0.06
window_514699	0	0.02	0	0.03	0.42	0.01	2.37	0.08	0.06
window_514700	0	0.02	0	0.03	0.42	0.01	2.37	0.08	0.06
window_514701	0	0.02	0	0.03	0.42	0.01	2.37	0.08	0.06
window_514710	2.75	0.36	0.32	0.32	0	2.24	0.23	2.03	0.29
window_514712	0.11	0	0.43	4.82	0	8.38	0.1	0.5	0.12
window_514714	1.54	1.15	1.06	0.77	0.33	0.9	0.58	2.14	0.6
window_514722	195.03	97.96	51.92	28.27	1.05	31.15	15.89	54.57	55.61
window_514725	34.34	11.65	21.95	51.41	0.05	20.79	22.14	30.94	29.76
window_514726	1.49	0.61	1.44	0.8	0	0.77	0.69	1.8	0.71
window_514727	1.49	0.61	1.44	0.8	0	0.77	0.69	1.8	0.71
window_514744	3.96	2.56	4.57	2.29	0.05	1.29	1.08	3.66	1.79
window_514745	3.96	2.56	4.57	2.29	0.05	1.29	1.08	3.66	1.79
window_514748	0.07	0.2	0.17	0	2.6	0.08	4.03	0.12	0.28
window_514749	0.07	0.2	0.17	0	2.6	0.08	4.03	0.12	0.28
window_514750	0.07	0.2	0.17	0	2.6	0.08	4.03	0.12	0.28
window_514754	12.345	2.46	2.385	1.365	1.2	3.69	1.275	2.85	2.345
window_514755	1.51	4.73	4.49	1.53	2.39	3.68	2.01	2.73	4.56
window_514756	1.51	4.73	4.49	1.53	2.39	3.68	2.01	2.73	4.56
window_514763	2.78	0.9	1.64	0.59	0.04	3.31	0.65	3.14	1.52
window_514827	0.06	0	0	0.12	0	0.39	0	0.91	0.03
window_514842	0.45	0.28	0.01	1.19	0	0.38	0.09	6.21	0.35
window_514872	1.39	0.35	1.32	0.76	0	0.44	0.49	2.07	0.41
window_514878	24.18	24.82	78.25	3.68	0.13	1.52	1.32	17.84	6.53
window_514879	24.18	24.82	78.25	3.68	0.13	1.52	1.32	17.84	6.53
window_514884	1.68	1.92	2.81	0.78	0.09	3.66	0.5	1.26	1.91
window_514887	0.32	80.17	29.63	18.51	0.1	13.47	4.27	0.24	84.2
window_514916	0.17	0.22	0.6	0.04	0.02	1.83	0	0.37	0.02
window_514917	0.17	0.22	0.6	0.04	0.02	1.83	0	0.37	0.02
window_514918	0.17	0.22	0.6	0.04	0.02	1.83	0	0.37	0.02
window_514919	2.95	1.71	2.55	0.67	0.02	3.09	1.12	2.69	2.4
window_514920	2.95	1.71	2.55	0.67	0.02	3.09	1.12	2.69	2.4
window_514921	42.3	25.03	24.05	20.16	0.02	7.11	3.17	15.2	11.09
window_514922	42.3	25.03	24.05	20.16	0.02	7.11	3.17	15.2	11.09
window_514928	3.94	0.23	0	12.59	0.08	64.26	0.27	0.74	0
window_514929	6.03	5.74	3.51	5.49	0.17	8.62	1.66	5.28	5.87
window_514930	87.33	19.9	84.43	27.67	0.47	62.71	13.57	85.63	26.08
window_514945	0.76	0.88	1.45	1.18	0.04	0.84	0.9	2.17	0.91
window_514946	0.76	0.88	1.45	1.18	0.04	0.84	0.9	2.17	0.91
window_514950	31.33	74.22	26.58	119.185	1.62	29.25	73.31	17.38	212.195
window_514952	12.99	29.84	5.18	17.56	0.17	15.23	75.8	5.11	16.35
window_514954	0	0.27	0	0.18	1.55	0	34.62	0	4.16
window_514956	0.27	0.1	0.02	28.52	0.01	981.46	0.25	0.3	0.02
window_514958	1.11	1.27	1.23	1.105	0	0.94	0.35	0.5	1.33
window_514965	18.56	5.9	3.38	0.63	0.04	0.24	1.87	27.14	27.09
window_514980	0.03	0.11	2.44	0.35	0	0.26	0.13	0.86	0.14
window_514994	0.31	0	0	0.27	0.01	1.9	7.77	1.88	0.1
window_515010	0.95	0.4	2.93	0.17	0.01	3.1	0.21	2.65	0.31
window_515011	0.95	0.4	2.93	0.17	0.01	3.1	0.21	2.65	0.31
window_515012	0.95	0.4	2.93	0.17	0.01	3.1	0.21	2.65	0.31
window_515031	46.29	36.34	61.94	24.66	1.16	28.33	49.43	40.82	57.18
window_515032	46.29	36.34	61.94	24.66	1.16	28.33	49.43	40.82	57.18
window_515033	1.09	1.71	79.72	2.56	0.21	5.1	1.96	10.02	13.51
window_515041	5.24	0	45.89	2.53	0.02	1.14	2.61	54.12	4.63
window_515044	2.12	1.89	4.71	2.38	0.01	2.79	0.58	3.1	0.76
window_515058	9.89	11.36	3.37	11.25	0.63	17.43	5.73	4.48	9.83
window_515071	16.57	6.92	15.01	7.76	0.06	7.06	3.63	19.03	7.49
window_515075	9.93	9.99	78.48	183.15	0.02	151.78	12.84	17.8	33.28
window_515080	16.62	15.1	14.93	8.69	0.4	14.52	7.9	17.68	13.42
window_515081	16.62	15.1	14.93	8.69	0.4	14.52	7.9	17.68	13.42
window_515089	0.04	0.1	0.06	0.1	2.52	0.03	9.37	0.23	0.18
window_515090	0.04	0.1	0.06	0.1	2.52	0.03	9.37	0.23	0.18
window_515091	5.15	4.49	6.45	3.2	0.99	7.53	2.36	2.44	13.21
window_515106	0.17	0.08	0.13	0.34	0.03	0.75	0.1	0.82	0.18
window_515110	7.04	7.18	3.98	8.58	15.72	7.88	77.76	7.85	13.79
window_515120	0	0	0.03	0	0	0.41	0.07	0	0.01
window_515130	0	0	0.04	0	0	0	0	0.02	0
window_515145	1.8	1.34	7.39	1	0.38	2.43	0.96	2.82	1.83
window_515146	1.8	1.34	7.39	1	0.38	2.43	0.96	2.82	1.83
window_515148	0.05	0	0.05	0	0	0	0	0.06	0.21
window_515158	19.85	8.84	16.145	7.105	0.08	9.71	156.045	26.71	24.59
window_515163	0.19	0	0.02	0	0	0.01	0	0.07	0.14
window_515187	0.04	0	0	0	0	0.02	0	1.68	0
window_515192	4.66	0.61	0.84	0.17	0.08	0.92	0.32	2.57	0.62
window_515197	31.26	0	0.14	0.69	0.02	7.29	1.76	26.88	0.36
window_515258	2.615	1.865	4.005	2.16	0.04	1.965	1.805	3.5	2.3
window_515311	11.01	3.99	8.73	6.27	0.02	2.13	2.15	13.38	5.77
window_515312	11.01	3.99	8.73	6.27	0.02	2.13	2.15	13.38	5.77
window_515322	1.56	0.6	1.2	0.43	1.55	3.1	0.92	3.18	0.57
window_515346	24.42	4.29	15.83	4.12	0.07	9.31	3.57	20.9	9.22
window_515394	0.67	2.53	10.62	6.53	1.04	25.36	0.29	0.28	2.73
window_515399	0.02	0.03	0.54	0.09	0	0.14	0	0.27	0
window_515400	34.18	13.7	20.78	52.42	0.11	32.51	5.25	33.24	36.14
window_515430	0.03	0	0.35	0	0	0.12	0	0.31	0.04
window_515434	0.03	0	0.24	0.05	0	0.13	0.04	0.1	0.03
window_515439	17.82	50.07	13.62	15.78	0.07	14.85	7.62	77.85	39.42
window_515440	17.82	50.07	13.62	15.78	0.07	14.85	7.62	77.85	39.42
window_515470	3.23	1.75	7.36	3.02	0.78	6.86	2.86	5.32	1.79
window_515471	3.23	1.75	7.36	3.02	0.78	6.86	2.86	5.32	1.79
window_515475	46.87	42.15	13.53	28.83	0.01	12.19	6.88	28.79	18.49
window_515479	1.52	0.38	0.97	0.24	0.16	7.02	3.12	2.23	0.46
window_515481	24.05	6.84	34.84	7.13	0.48	11.99	3	21.07	12.96
window_515485	7.45	1.96	14.92	0.54	0.01	0.95	1.82	13.83	1.09
window_515487	6.93	3.23	13.69	3.07	0.45	2.64	3.35	13.17	4.23
window_515493	0.03	0.27	1.25	1.52	0	1.16	0.04	0.01	0.33
window_515525	0.11	0	0.04	0	0	0	0	0.02	0.03
window_515526	113.67	36.26	90.8	18.28	0.23	15.9	11.69	55.01	35.08
window_515527	32.36	3.55	16.57	1.75	0.67	3.96	2.2	22.58	4.3
window_515528	105.93	125.32	169.13	15.18	0.06	0.19	4.67	72.94	36.65
window_515540	0.66	0.73	2.53	0.33	0.04	0.95	0.27	1.47	0.47
window_515542	25.01	10.27	20.78	14.87	1.24	12.5	20.21	36.49	29.13
window_515544	0.13	0.09	0.39	0.4	0.02	1.05	0.78	0.66	0.25
window_515545	52.77	5.66	16.03	4.86	0.3	21.48	2.73	20.58	6.1
window_515548	94.78	22.85	115.52	24.6	0.38	64.82	16.58	119.18	39.7
window_515555	0	0.63	0	0	5.26	0	63.67	0.02	1.91
window_515562	0.03	0	0	1.11	0.02	43.39	0.04	0	0.01
window_515566	0	0	0.01	0.09	0	0.04	0	0	0
window_515575	0.27	0.12	0.99	0.37	0	2.25	0.03	0.33	0.19
window_515579	31.34	7.99	23.98	6.38	0.78	8.3	3.58	15.09	15.31
window_515586	0.695	7.97	120.495	8.445	0.03	1.325	4.92	0.25	16.305
window_515600	9.82	1.88	7.08	4.54	0.07	7.56	1.58	9.93	6.29
window_515603	39.9	2.79	10.04	3.935	323.265	26.135	23.705	19.19	6.165
window_515609	6.87	12.93	12.87	7	0.23	10.16	14.77	11.37	11.33
window_515610	6.87	12.93	12.87	7	0.23	10.16	14.77	11.37	11.33
window_515613	6.14	2.94	14.71	2.53	1.19	9.78	4.49	21.42	4.66
window_515626	0.1	0.22	0.42	0.04	0	0.1	0.15	1.33	0.07
window_515627	0.1	0.22	0.42	0.04	0	0.1	0.15	1.33	0.07
window_515632	11.84	5.92	11.11	5.95	0.78	8.82	4.08	15.38	3.92
window_515633	11.84	5.92	11.11	5.95	0.78	8.82	4.08	15.38	3.92
window_515637	0	0	0	0	1.83	0.01	1.15	0	0.04
window_515643	6.98	4.63	7.26	4.91	0.23	4.97	5.35	5.86	6.49
window_515644	6.98	4.63	7.26	4.91	0.23	4.97	5.35	5.86	6.49
window_515646	0.2	0.23	95.17	2.49	0.01	0.63	1.02	12.76	4.8
window_515648	8.51	4.43	14.26	4.81	20.52	9.49	7.13	23.91	10.01
window_515655	8.36	4.96	7.92	5.96	0.31	17.62	6.22	9.56	8.4
window_515683	1.19	6.62	4.69	3.47	0	1.36	0.03	1.5	4.73
window_515693	15.23	25.86	19.51	31.22	0.22	9.57	18.07	25.38	17.59
window_515695	14.48	15.48	15.4	6.27	4.96	6.13	3.69	18.22	17.14
window_515697	11.01	3.61	10.59	2.64	0.47	11.2	1.3	9.58	3.08
window_515698	11.01	3.61	10.59	2.64	0.47	11.2	1.3	9.58	3.08
window_515702	30.41	3.46	7.15	2.38	0.04	11.25	3.5	53.84	5.55
window_515722	6.27	14.79	28.86	5.87	0.07	25.68	1.01	3.99	12.07
window_515723	6.27	14.79	28.86	5.87	0.07	25.68	1.01	3.99	12.07
window_515732	0.67	0.88	2.33	0.6	0.02	0.26	0.3	3.07	0.67
window_515734	5.93	9.69	4.56	14.14	3.45	9.92	53.97	8.05	9.04
window_515735	0.19	0.19	2.09	0.7	0.89	0.47	0.58	0.5	0.11
window_515736	7.53	3.36	5.47	6.75	0.14	4.5	1.83	6.9	6.53
window_515740	0.01	0	0	0	0	0.34	0	0.07	0
window_515743	0	0	0.02	6.67	0	3.91	0	0	1.73
window_515745	8	2.32	8.86	1.56	0.18	5.43	5.47	8.4	4.24
window_515746	6.51	5.79	6.91	3.6	0.02	7.95	1.71	6.44	3.88
window_515757	0.31	0.48	3.63	0.09	0	1.94	1.09	19.04	0.44
window_515758	15.45	6.93	9.5	15.83	0.02	10.59	5.96	18.73	11.75
window_515760	0	0.32	0	0.43	0.26	0.07	58.63	0	0.88
window_515795	13.41	12.98	29.24	14.32	0.11	9.78	8.87	26.2	14.29
window_515796	1.44	0.64	1.68	0.56	0.01	1.79	0.16	0.92	0.66
window_515797	178.25	113.85	58.05	85.81	0.92	34.37	70.87	184.16	152.64
window_515799	0.18	0.34	0	0.28	10.89	0.1	86.38	0.06	0.71
window_515807	5.21	2.81	7.7	1.96	0.26	5.52	2.99	11.05	3.84
window_515817	8.52	2.07	9.78	2.32	0.04	2.99	0.9	9.39	2.1
window_515818	8.52	2.07	9.78	2.32	0.04	2.99	0.9	9.39	2.1
window_515839	1.54	0.49	0.6	0.7	0.02	2.06	0.95	8.28	0.26
window_515846	0.39	0.75	1.23	0.35	0.07	1.52	0.19	1.33	0.23
window_515848	1.38	0.85	2.93	0.64	0.04	0.41	0.14	4.98	0.32
window_515850	1.34	1.57	15.52	1.95	0.05	0.86	2.16	26.5	1.87
window_515875	9.87	7.74	12.75	6.33	0.57	12.74	9.46	11.4	8.16
window_515876	9.87	7.74	12.75	6.33	0.57	12.74	9.46	11.4	8.16
window_515903	0	0	0	0.35	0	0.99	0	0	0
window_515949	0	0	0	0	1.18	0	12.42	0	0.22
window_515953	53.67	51.39	67.39	27.16	0.28	138.24	19.13	64.39	25.44
window_515954	0.47	0.25	1.31	0.17	0	0.05	0.03	0.23	0.06
window_515966	0.16	0	0	0.29	0	0.65	1.73	0.02	0
window_515967	20.21	9.9	17.31	7.42	0.16	21.32	8.64	21.43	9.02
window_515968	20.21	9.9	17.31	7.42	0.16	21.32	8.64	21.43	9.02
window_516000	7.75	377.38	2604.31	258.06	3.09	47.66	207.4	4.65	635.6
window_516016	2.51	1.25	2.83	0.92	0.01	1.17	0.47	3.21	1.8
window_516019	16.06	12.91	71.52	2.98	0.05	0.5	2.4	15.02	11.17
window_516020	2.4	0.89	0.73	0.32	0.11	0.4	0.9	0.93	0.22
window_516050	0.51	1.98	5.65	26.72	0	13.91	0.15	2.51	1.3
window_516052	7.98	5	10.58	1.88	0.03	0.42	0.35	7.83	2.57
window_516053	9.54	2.96	4.42	1.54	0.01	1.06	0.5	3.75	2.67
window_516062	0.01	0.12	0.02	0	0	0.01	0.18	0.13	0
window_516078	0.07	0	0	0	0	0	0	0	0
window_516079	0.07	0	0	0	0	0	0	0	0
window_516098	0.07	0	0.01	0	0	0	0	0.02	0
window_516102	1.8	1.14	2.68	1.7	0.14	5.16	2.05	2.3	2.26
window_516103	1.8	1.14	2.68	1.7	0.14	5.16	2.05	2.3	2.26
window_516119	3.88	2.55	5.17	2.22	18.88	1.46	2.8	4.41	3.3
window_516120	3.88	2.55	5.17	2.22	18.88	1.46	2.8	4.41	3.3
window_516124	0.24	5.04	7.46	3.35	0.07	0.06	61.52	0.08	46.85
window_516125	0.24	5.04	7.46	3.35	0.07	0.06	61.52	0.08	46.85
window_516133	0.44	2.46	3.11	0.41	0	0.08	0.19	0.01	0.25
window_516179	0.15	7.1	17.41	1.37	0.02	0.22	1.45	0.03	5.14
window_516186	0.06	1.25	57.99	6.62	0.01	1.59	3.22	0.43	9.12
window_516205	16.8	1.78	26.22	3.87	0.05	6.39	3.07	60.69	5.53
window_516215	4.13	3.49	6.58	2.12	0.07	3.12	2.02	7.63	2.54
window_516216	4.13	3.49	6.58	2.12	0.07	3.12	2.02	7.63	2.54
window_516217	0.4	0.25	0.76	0.19	0.01	0.48	0	0.57	0.13
window_516222	40.19	21.27	31.06	12.19	0.88	46.09	7.89	30.2	17.06
window_516224	13.61	10.58	9.51	8.91	0.04	9.75	3.2	16.45	11.88
window_516225	13.61	10.58	9.51	8.91	0.04	9.75	3.2	16.45	11.88
window_516239	0.11	0	0	0	0	0	0.11	0.96	0.01
window_516242	13.79	12.78	26.99	8.19	0.1	6.71	6.12	48.16	9.36
window_516243	13.79	12.78	26.99	8.19	0.1	6.71	6.12	48.16	9.36
window_516244	13.79	12.78	26.99	8.19	0.1	6.71	6.12	48.16	9.36
window_516258	1.88	0.88	2.22	0.1	0.04	1.18	0.29	2.12	1
window_516261	0.31	0.14	0.44	0.13	0.05	1.21	0.51	10.53	3.37
window_516285	112.97	27.11	81.91	29.22	0.54	24.07	23.79	133.43	21.67
window_516286	0.04	0.05	0.95	0.81	0	0.65	0.44	0.32	0.19
window_516288	0	0.31	0	0	0	1.98	0.54	0.11	0.05
window_516305	27.06	19.83	13.81	8.97	0	10.45	4.22	4.81	14.9
window_516321	1.4	0.8	3.41	0.4	0.01	3.83	0.42	4.6	0.67
window_516322	0.82	0.02	0.34	0.26	0	0.1	0.6	15.15	0.02
window_516324	0	0	0.02	0.05	8.51	0	15.37	0.04	0.22
window_516325	48.75	21.09	34.69	22.72	0.16	44.32	18.8	34.33	28.43
window_516329	3.94	2.24	4.36	3.19	0.04	2.06	0.63	4.21	2.57
window_516330	1.22	0	0.08	1.22	0.04	48.41	0.59	0.59	2.22
window_516331	1.47	0.28	1.1	0.14	0.02	0.72	0.27	2.05	0.62
window_516355	9.75	1.925	6.485	15.695	0.095	43.77	8.14	75.455	25.435
window_516378	9.5	62.71	1302.21	84.77	0.63	707.98	35.25	15.18	719.06
window_516379	2.96	4.49	4.66	2.45	0.11	5.48	1.65	3.33	3.38
window_516380	2.96	4.49	4.66	2.45	0.11	5.48	1.65	3.33	3.38
window_516384	9.83	24.35	11.01	7.07	0.02	4.6	46.08	8.32	12.12
window_516385	0.23	0	0.12	0.36	0.03	22.31	0	0	0
window_516386	9.14	2.28	11.37	1.47	0.03	3.63	1.56	12.95	2.6
window_516387	9.08	10.02	13.15	6.71	2.74	9.88	19.59	12.59	9.16
window_516389	6.26	2.14	4.62	3.4	0.01	3.7	1.02	8	2.76
window_516390	0.02	0.03	0.04	0.19	1.41	0.01	6.72	0.03	0.1
window_516395	38.22	7.98	23.41	23.77	2.34	16.91	16.11	28.88	33.11
window_516397	0.37	0.61	4.15	4.27	0.02	8.14	0.32	1.06	2.34
window_516413	0.46	1.31	5.18	0.13	0	0.1	1.59	1.1	1.41
window_516415	2.29	4.74	17.77	4.35	0.04	13.4	2.6	9.91	5.42
window_516417	0.07	1.6	4.37	3.68	0.1	2.67	0.71	0.8	0.14
window_516418	16.43	4.64	10.69	6.75	0.06	12.96	7.14	11.89	11.68
window_516461	0.22	0	0.05	0	0	0.06	0.07	0	0.01
window_516482	10.03	16.7	3.07	14.21	0.02	1.72	5.92	4.57	25.97
window_516483	0.05	0.17	5.83	1.28	0	0.2	0.23	3.2	0.41
window_516531	3.75	11.39	12.99	28.24	0.01	12.18	5.64	4.97	12.57
window_516533	10.56	5.59	5.65	3.15	0.83	22.88	2.5	12.05	4.6
window_516534	10.56	5.59	5.65	3.15	0.83	22.88	2.5	12.05	4.6
window_516535	0.34	0	3.12	0	0	4.42	1.13	10.82	1.89
window_516542	53.26	48.13	34.67	46.36	0.37	55.97	44.77	63.1	59.21
window_516574	0	0	0.28	3.04	0	0.97	2.14	47.3	0.09
window_516587	2.13	13.41	14.65	9.77	0.01	12.99	2.22	10.03	4.15
window_516643	0.17	0	0	0	0	0	0	0	2.1
window_516644	0.17	0	0	0	0	0	0	0	2.1
window_516698	0	0	0	0	0	1.09	0	0.38	0
window_516706	0	0.03	0	0	0	2.08	0	0.48	0
window_516713	0	0	0.02	0	0	0.09	0	0	0.12
window_516717	0.02	0	0.01	0	0	0	0	0	0
window_516747	0.02	0	0	0	0	0.01	0	0	0.01
window_516751	82.79	27.15	50.03	35.1	0.16	37.97	9.48	99.05	35.51
window_516773	169.92	379.18	199.71	511.07	3.04	64.55	87.37	112.25	206.34
window_516776	1.15	0.23	1.45	0.47	0	0.3	2.3	0.63	0.21
window_516779	129.76	26.19	158.48	21.42	0.62	18.65	36.84	50.15	130.16
window_516788	19.52	0.45	0.35	1	0	1.7	0.32	8.49	0.49
window_516801	189.76	50.25	118.51	5.54	0.24	0.01	7.53	143.18	13.53
window_516819	2.16	0.72	1.78	1.58	0.01	1.64	0.46	2.41	1.68
window_516820	0.49	0.82	1.55	0.1	0.08	1.1	0.56	1.18	0.84
window_516821	0.49	0.82	1.55	0.1	0.08	1.1	0.56	1.18	0.84
window_516824	11.26	11.51	21.44	5.21	0.07	5.5	4.32	16.08	7.16
window_516827	240.24	71.7	103.6	80.69	0.07	102.93	14.31	316.18	21.9
window_516872	3.89	1.56	5.98	0.98	0.2	2.53	1.01	5.74	1.34
window_516901	0.1	0.09	17.84	0.85	0	0.07	0.12	0.13	0.06
window_516913	0.11	0.39	0.9	0.29	0.01	0.26	0.29	0.56	0.18
window_516914	0.11	0.39	0.9	0.29	0.01	0.26	0.29	0.56	0.18
window_516944	48.62	28.17	54.11	63.44	13.93	16.64	598.39	36.43	132.56
window_516957	0	0	0	0	0	0.05	0.17	0.07	0
window_516958	1.19	0	2.75	3.43	0	2.82	1.98	10.2	1.84
window_516980	26.9	5.06	29.6	10.33	0.08	17.24	8.12	21.6	24.66
window_516985	0.13	0.11	0.5	0.16	0	0.04	0.03	0.78	0.08
window_516988	1.72	0.72	2.06	0.83	0.07	18.26	0.36	1.53	0.5
window_516993	0	0	0	0.14	0.02	2.62	0	0	0
window_516998	0.27	0.13	0.02	0	0	0.1	0	0.03	0.18
window_517002	1.6	0.15	0.15	0.09	0	0	0.03	0.18	0.04
window_517004	0.07	0.07	0.13	0.46	91.32	0.06	25.5	0.1	0.58
window_517005	0.28	0.1	0.69	0.11	0.03	0.42	0.1	0.58	0.25
window_517006	0.28	0.1	0.69	0.11	0.03	0.42	0.1	0.58	0.25
window_517007	0.22	0.35	3.9	0.83	0.06	11.4	2.2	1.18	1.24
window_517012	0.31	1.52	4.68	1.29	0	0.86	0.09	0.13	0.34
window_517020	0.9	0.08	0.7	0.11	0	1.02	0.12	0.83	0.26
window_517025	221.46	49.24	99.56	28.39	3.41	76.42	52.91	156.85	52.32
window_517041	221.46	49.24	99.56	28.39	3.41	76.42	52.91	156.85	52.32
window_517047	221.46	49.24	99.56	28.39	3.41	76.42	52.91	156.85	52.32
window_517085	0.89	0.55	2.29	0.79	0.02	2.03	0.66	1.95	0.7
window_517128	0.01	0	0.04	0.52	0.01	0	22.9	0	0
window_517163	6.29	2.58	7.74	2.7	0.03	3.9	2.8	9.3	2.88
window_517164	6.29	2.58	7.74	2.7	0.03	3.9	2.8	9.3	2.88
window_517198	2.36	4.77	21.89	6.96	0.08	8.63	5.17	8.52	11.29
window_517225	0.38	0.58	5.34	1.53	0.02	1.46	1.72	0.54	3.85
window_517228	0.01	0.22	0	0.26	1.73	0	41.29	0.01	1.16
window_517234	1.6	0.39	2.23	0.13	0.02	0.51	0.42	3.72	0.79
window_517252	0.48	0.5	0.36	1.02	0	0.08	0.21	3.04	0.9
window_517256	3.04	3.58	4.57	3.62	0.05	4	1.18	3.25	3.19
window_517257	3.04	3.58	4.57	3.62	0.05	4	1.18	3.25	3.19
window_517285	5.52	3.74	7.26	3.27	0.13	4.51	1.99	8.64	4.66
window_517286	5.52	3.74	7.26	3.27	0.13	4.51	1.99	8.64	4.66
window_517287	5.52	3.74	7.26	3.27	0.13	4.51	1.99	8.64	4.66
window_517296	0.06	0	0	0.82	0	1.74	0	0.14	0
window_517327	0	0	0	0.14	0	0	0.02	0.04	0
window_517339	2.88	1.22	2.73	0.97	0.04	1.03	3.24	3.12	2.63
window_517345	10.94	3.07	3.84	5.03	0.26	13.72	0.73	8.46	11.76
window_517346	0.31	0.73	0.86	0.78	0.06	0.68	0.35	1.12	0.35
window_517352	5.55	3.31	4.51	2.65	0.02	5.33	2.43	6.13	6.34
window_517353	5.55	3.31	4.51	2.65	0.02	5.33	2.43	6.13	6.34
window_517359	4.69	5.11	2.99	44.61	0.06	5.57	1.56	1.85	14.77
window_517366	79.48	22.7	45.77	61.66	0.33	34.76	36.85	99.11	88.38
window_517374	0.85	1.21	3.26	1.33	0.02	1.92	0.17	0.61	1.02
window_517375	0.85	1.21	3.26	1.33	0.02	1.92	0.17	0.61	1.02
window_517384	12.08	7.44	13.26	4.07	0.04	3.16	1.81	10.35	5.68
window_517385	9.83	3.31	9.36	2.49	0.04	2.26	2.36	20.36	4.44
window_517386	9.83	3.31	9.36	2.49	0.04	2.26	2.36	20.36	4.44
window_517391	1.33	0.98	1.95	1.01	0.04	1.73	0.65	2.27	0.71
window_517392	2.5	1.02	2.75	1.3	0.03	2.69	1.93	4.41	0.77
window_517393	0	0.78	0.01	0.11	2.28	0.04	85.96	0.04	3.21
window_517395	74.15	25.92	51.78	24.98	0.57	40.14	24.81	86.65	47.36
window_517408	5.27	4.33	10.51	6.23	0.03	8.43	2.08	8.2	17.6
window_517423	10.38	8.81	20.33	0.82	0.03	2.2	8.35	5.91	4.65
window_517424	8.57	3.45	9.88	1.33	0.02	4.04	3.13	8.4	1.77
window_517426	0.46	1.1	18.92	2.69	0.13	0.75	2.11	1.67	2.12
window_517435	0.11	0.07	0.96	0.14	0	0.11	0	1.03	0.08
window_517461	7.39	7.9	4.91	6.84	0.02	4.99	2.88	4.26	8.04
window_517479	5.47	3.33	5.89	6.19	0.02	8.94	1.03	7.48	7.79
window_517583	2.85	1.32	1.22	0.27	0.03	1.68	0.17	2.51	1.36
window_517634	0.38	0	0.06	0	0	0.18	0	0.02	0.04
window_517636	2.57	0.63	1.59	0.7	0	0.39	0	0.2	1.61
window_517716	0.04	0	0	0	0	2.71	0	0.05	0
window_517826	59.18	42.72	15.05	260.64	0.03	37.72	26.67	184.52	91.34
window_517862	0.1	0.9	1.86	1	0	4.86	0.2	3.97	0.33
window_517909	8.79	18.21	405.77	16.59	0.19	0.03	5.7	71.5	22.28
window_517926	3.51	0.15	6.63	0.14	0.01	1.14	1.28	2.75	0.08
window_517955	0.17	0	0.01	0	0	0	0	0.02	0.03
window_517994	0	0	0.01	0	2.45	0	4.46	0.02	0.14
window_518005	0	0	0.46	0.36	0	0.07	0.08	0.24	0.02
window_518122	25.26	0.75	0.73	0.56	0	0.36	0.97	6.8	13.32
window_518129	1.53	0.31	1.06	0.19	0.08	1.62	0.51	0.96	0.47
window_518163	23.36	17.7	12	9.53	8.07	15.81	150.55	10.97	38.25
window_518177	21.7	12.66	66.17	21.82	0.09	9.94	4.06	23.13	50.82
window_518185	1.27	0.42	1.51	0.94	0.03	3.53	0.49	1.04	0.82
window_518223	4.07	2.46	5.94	2.34	0.08	3.62	2.21	7.53	2.41
window_518224	4.07	2.46	5.94	2.34	0.08	3.62	2.21	7.53	2.41
window_518250	7.67	1.145	10.34	2.03	0.055	5.035	1.775	15.81	5.38
