window	Bract.rpkm	Corolla.rpkm	Ligule.rpkm	Ovary.rpkm	Pollen.rpkm	Seeds.rpkm	Stamen.rpkm	Stem.rpkm	Pistil.rpkm
window_359897	0.29	0.35	0.06	0.68	0.01	4.41	0.24	0.45	0.28
window_359930	0	0	0.19	0	0	0.19	0	0.11	0.03
window_360003	0	0	0.06	6.64	0	23.79	0	11.05	1.92
window_360009	0.15	0	0.24	0.64	0.03	0.14	0.81	5.02	0.14
window_360012	0.41	0.5	0.56	0.78	0.03	0.34	0.15	3.45	0.72
window_360036	20.27	15.66	22.54	13.12	0.18	8.8	13.38	19.38	18.38
window_360037	20.27	15.66	22.54	13.12	0.18	8.8	13.38	19.38	18.38
window_360038	0.01	0.08	0.02	0.22	0	7.18	0.06	0.02	0.01
window_360051	0.95	1.31	1.79	2.88	0.02	2.65	0.39	4.38	3.52
window_360052	3.09	0.83	2.47	0.83	0.16	1.85	1.91	5.81	0.64
window_360062	0.01	0.05	0.02	0	5.86	0.05	6.21	0.05	0.17
window_360063	29.27	6.21	31.01	4.36	0.04	11.02	2.42	31.73	6.3
window_360065	1.525	1.4	2.595	1.85	8.02	1.21	1.115	4.28	1.08
window_360066	2.12	1.6	1.31	3.57	0.56	4.42	2.93	1.95	1.98
window_360106	0.18	0.26	1.46	0.28	0	1.4	3.43	15.08	0.9
window_360107	0.18	0.26	1.46	0.28	0	1.4	3.43	15.08	0.9
window_360108	0.18	0.26	1.46	0.28	0	1.4	3.43	15.08	0.9
window_360146	0	0	0	0	9.87	0	2.79	0	0.28
window_360155	0	0	0.01	0	5.31	0.01	0	0	0.02
window_360158	0.18	2.08	3.52	1.89	0.01	1.25	4.12	1.88	1.8
window_360159	2.69	1.1	2.64	0.9	0.01	1.24	0.65	4.32	0.88
window_360160	1.04	0.47	1.02	0.65	0.35	1.76	1.18	2.02	0.84
window_360162	13.08	20.22	8.65	20.6	0.02	9.04	10.93	14.63	13.32
window_360165	0.47	0.5	0.71	0.52	0.05	0.29	0.59	3.07	0.85
window_360246	1.81	0.66	1.36	0.48	0.02	1.1	0.26	1.6	1.38
window_360262	7.2	8.97	6.9	13.16	0.12	5.43	2.59	9	11.63
window_360321	5.87	3.98	8.7	3.11	0.04	5.21	3.8	9	5.01
window_360322	5.87	3.98	8.7	3.11	0.04	5.21	3.8	9	5.01
window_360324	0.5	1.21	1.28	0.44	0.06	1.37	0.18	0.86	0.54
window_360341	43.93	16.42	9.85	7.38	0.11	4.76	3.55	43.49	37.27
window_360347	0.08	1.63	1.75	0.53	0	0.37	0	0.27	1.88
window_360363	49.94	16.07	37.63	11.24	0.82	22.59	7.7	49.47	25.02
window_360365	6.04	6.23	9.42	2.68	4.89	3.78	6.25	8.67	5.06
window_360379	12.61	2.94	17.46	2.18	0.08	2.12	2.32	17.48	3.48
window_360381	0.02	0.29	3.2	0.2	0.22	0.24	0.04	0	6.44
window_360384	0.28	0.26	0	0	0	0.02	0.22	1.57	0
window_360385	0.28	0.26	0	0	0	0.02	0.22	1.57	0
window_360392	15.86	2.95	19.42	3.49	0.1	15.33	1.74	17.52	8.84
window_360393	15.86	2.95	19.42	3.49	0.1	15.33	1.74	17.52	8.84
window_360407	2.95	2.48	2.91	1.23	0.07	1	1.04	3.74	1.25
window_360423	15.45	10.02	35.415	11.18	0.32	7.795	6.005	49.73	13.275
window_360424	1.91	4.96	5.16	1.44	0.15	0.58	2.1	4.94	2.73
window_360428	1.27	7.16	23.64	5.92	0.09	0.88	5.77	4.67	5.99
window_360429	1.27	7.16	23.64	5.92	0.09	0.88	5.77	4.67	5.99
window_360470	24.89	23.06	23.25	13.82	0.24	33.91	10.69	28.14	21.13
window_360471	0.09	0	0.36	0	0	0.03	0	0.1	0.02
window_360478	46.69	0.96	0.44	0.53	0	0.16	0.53	21.86	1.46
window_360484	6.04	0	0.03	0.17	0	8.85	0.2	3.16	0.02
window_360534	0.22	0	0.24	0.1	0.01	3.47	0.03	0.75	0.81
window_360535	0.48	0.29	1.36	0.22	0.01	0.88	0.23	1.65	0.1
window_360536	0.48	0.29	1.36	0.22	0.01	0.88	0.23	1.65	0.1
window_360564	100.5	57.43	75.24	149.6	0.02	40.97	0.91	6.87	30.21
window_360575	26.96	111.23	209.91	48.69	0.05	35.62	621.6	7.65	12.88
window_360588	6.58	3.13	4.47	3.74	0.12	1.28	1.25	2.84	2.13
window_360590	0.19	0.13	0.46	0.41	0.49	0.12	0.19	1.04	0.31
window_360591	2.34	1.6	2.08	0.39	1.51	0.9	2.83	2.4	1.22
window_360603	17.31	3.74	26.83	3.41	0.08	9.13	1.18	14.47	6.89
window_360606	8.06	5.7	15.27	0.67	0.01	0.8	0.88	5.86	3.1
window_360608	0.09	0.28	0.99	0.15	0	0.03	0.05	0.56	0.09
window_360668	14.51	16.67	26.86	18.02	0.46	16.39	9.64	23.55	13.68
window_360671	29.75	9.48	28.09	7.9	0.09	17.97	3.26	18.76	24.15
window_360673	7.59	1.76	5.05	3.24	0.03	12.74	0.97	5.45	4.96
window_360674	2.35	1.17	2.92	1.38	0.03	0.78	0.09	2.62	0.67
window_360675	1.14	0.32	1.03	0.25	0.01	0.82	0.05	1.02	0.29
window_360684	8.6	1.72	5.41	1.83	0.5	8.25	3.13	9.65	5.18
window_360766	132.07	90.38	84.1	179.38	0.27	67.32	21.98	97.09	86.11
window_360777	2.35	1.02	3.8	1.19	0.01	2.62	1.52	4.22	0.98
window_360789	4.96	1.7	4.52	1.68	0.14	1.6	0.39	4.3	1.44
window_360803	65.095	7.94	34.175	5.05	0.05	11.415	4.035	49.925	12.475
window_360839	10.5	8.09	11.23	3.23	0.13	5.02	6.91	11.78	9.75
window_360840	1.82	0	0.17	0	0	0.08	0.54	0.6	0.35
window_360850	0.07	0.29	0.15	0	0	0.85	0.35	0.01	0.53
window_360851	0.575	0.505	0.39	0.775	0	2.21	0.22	0.8	0.82
window_360890	69.5	23.92	29.8	40.22	0.38	24.62	5.06	35.07	42.65
window_360891	152.8	27.36	109.97	12.58	0.44	27.14	4.61	59.76	62.54
window_360915	1.67	0.48	2.15	0.76	0.01	4.75	0.69	1.25	0.93
window_360916	1.67	0.48	2.15	0.76	0.01	4.75	0.69	1.25	0.93
window_360917	3.96	5.36	3.32	4.29	0.9	8.32	11.61	2.47	4.94
window_360922	93.4	52.05	39.25	49.11	1.21	55.25	119.12	84.84	88.74
window_360929	20.12	3.6	17.33	3.69	0.23	8.8	3.96	30.73	4.29
window_360930	20.12	3.6	17.33	3.69	0.23	8.8	3.96	30.73	4.29
window_360932	38.05	96.71	34.71	36.86	0.13	7.32	17.26	52.96	50.62
window_360935	0.13	0.53	6.35	5.88	0.11	8.7	4.67	13.69	0.94
window_360981	6.21	4.75	11.02	3.78	0.19	4.97	2.35	13.85	3.4
window_360982	6.21	4.75	11.02	3.78	0.19	4.97	2.35	13.85	3.4
window_360996	0	0	0	0	0	0	0	0	0
window_361064	0.04	0	0.02	0	0	0.01	0	0	0.52
window_361098	0.95	1.24	1.63	0.2	0.56	1.21	1.21	2.59	1.06
window_361106	1068.07	536.33	180.78	816.43	0.45	250.3	593.5	913.14	1165.37
window_361130	13.63	20.28	21.63	21.76	0.04	21.51	10.69	24.19	17.71
window_361133	0.98	0.1	1.7	0.28	5.14	0.36	0.58	1.24	0.24
window_361134	2.9	2.1	2.76	2.46	0.04	2.22	2.97	5.58	2.59
window_361139	0.15	0.23	9.62	1	0.01	0.61	0.15	6.7	0.97
window_361145	2.34	2.15	2.79	1.5	0.02	1.58	0.84	3.62	1.63
window_361146	2.34	2.15	2.79	1.5	0.02	1.58	0.84	3.62	1.63
window_361147	0.82	1.05	1.55	0.28	49.91	1.02	6.52	2.55	0.98
window_361148	0.82	1.05	1.55	0.28	49.91	1.02	6.52	2.55	0.98
window_361158	5.61	10.76	3.73	0.75	0.04	0.07	0.17	1.05	2.2
window_361177	34.47	6.86	3.61	4.3	0.01	0.46	1.09	28.74	2.03
window_361235	1.54	1.08	0.85	0	0.05	0	0	0.01	0
window_361277	1.66	1.05	0.8	0	0.03	0	0	0.27	0
window_361372	1.5	1.44	1.95	0.63	0.35	1.54	0.27	3.08	1.12
window_361373	7.64	1.97	16.25	2.93	0.03	1.86	0.46	4.54	4.45
window_361375	0.22	0.74	1.19	0.47	0.02	0.9	0.12	0.75	0.15
window_361376	0.22	0.74	1.19	0.47	0.02	0.9	0.12	0.75	0.15
window_361379	4.55	0.23	0.85	0.21	1.33	2.29	0.71	2.49	0.26
window_361381	9.49	4.75	11.29	2.05	0.04	2.14	1.29	6.73	2.25
window_361382	9.49	4.75	11.29	2.05	0.04	2.14	1.29	6.73	2.25
window_361383	3.72	1.17	6.93	0.84	0.07	4.96	1.31	8.56	2.56
window_361384	17.05	5.3	5.32	13.77	0.04	5.52	10.39	12.25	21.4
window_361387	33.39	15.12	30.72	28.13	0.05	18.92	9.8	43.48	25.38
window_361402	16.97	3.26	10.19	5.81	0.13	16.35	1.78	13.96	8.46
window_361408	3.91	2.32	4.48	2.21	0.05	7.1	0.78	3.85	2.07
window_361409	13.07	5.41	16.14	2.52	0.85	2.95	6.36	20.4	4.19
window_361410	13.07	5.41	16.14	2.52	0.85	2.95	6.36	20.4	4.19
window_361411	2.03	3.42	5.39	2.74	0.1	5.72	2.78	8.52	4.41
window_361413	5	3.77	37.98	4.66	0.02	6.58	3.74	42.39	3.58
window_361421	7.74	2.33	5	2.49	0.03	3.75	0.6	5.61	2.23
window_361434	3.65	0.35	0.23	0.12	0	1.2	0.42	2.56	0.26
window_361450	238.34	61.88	204.14	74.84	10.43	92.06	129.98	231.79	209.61
window_361452	7.37	4.47	6.08	3.92	0.02	9.09	3.01	10.31	6.3
window_361459	38.84	8.49	35.61	11.77	0.15	19.72	5.06	44.3	20.08
window_361479	15.98	10.45	14.74	5.07	0.05	12.13	10.39	27.21	18.03
window_361499	4.79	1.82	7.7	2.18	0	3.17	1.41	10.09	1.72
window_361500	4.79	1.82	7.7	2.18	0	3.17	1.41	10.09	1.72
window_361516	85.05	53.1	120.61	40.99	0.57	79.53	38.48	119.18	58.25
window_361533	6.76	1.36	3.44	2.19	0.02	11.01	0.96	6.56	2.01
window_361534	2.37	2.11	6.17	1.38	0.03	1.28	0.46	5.72	0.87
window_361537	0.96	0.72	2.19	0.5	0.12	0.71	0.36	3.42	0.47
window_361554	41.1	9.83	45.66	5.41	0	0.32	0.43	4.84	3.93
window_361607	21.56	211.9	304.1	190.99	0.07	12.92	28.12	38.48	178.08
window_361613	2.11	1.42	3.47	1.52	0.02	1.88	0.58	2.55	1.52
window_361629	65.37	52.37	33.64	15.23	0.18	11.92	4.92	35.23	54.77
window_361630	65.37	52.37	33.64	15.23	0.18	11.92	4.92	35.23	54.77
window_361631	0.24	0.16	0.05	0	0	0.22	0	2.38	0.07
window_361655	4.04	0.35	0.23	0.36	0.03	2.62	3.72	37.29	0.97
window_361656	3.54	2.01	4.36	1.63	2.4	2.91	8.48	8.91	3.05
window_361657	3.54	2.01	4.36	1.63	2.4	2.91	8.48	8.91	3.05
window_361679	212.6	203.11	200.35	460.16	0.62	213.3	87.97	479.95	509.28
window_361700	1.63	7.47	4.72	1.38	0.07	0.43	2.4	14.89	1.97
window_361701	1.63	7.47	4.72	1.38	0.07	0.43	2.4	14.89	1.97
window_361702	119.55	135.78	67.98	246.91	0.29	106.59	63.14	68.14	143.02
window_361704	15.09	0	0.34	0	0.11	1.07	0.58	9.9	0.12
window_361705	0.6	1.6	4.12	1.01	0.02	0.95	0.48	2.45	1.27
window_361707	11.27	0.23	1.64	2.21	0.23	1.55	0.53	19.93	0.55
window_361710	0.03	0.13	1.07	0	0.01	0.02	0.07	0.09	0
window_361711	0.91	1.3	2.09	1.11	0.71	3.41	2.31	1.99	1.46
window_361712	0.91	1.3	2.09	1.11	0.71	3.41	2.31	1.99	1.46
window_361713	32.9	51.08	25.6	39.39	0.96	30.19	69.72	23.78	53.05
window_361714	32.9	51.08	25.6	39.39	0.96	30.19	69.72	23.78	53.05
window_361726	13.46	6.81	9.79	2.55	0.6	2.28	8.3	11.06	6.9
window_361728	0	0	0.02	0	0.63	0	0	0	0
window_361770	0.36	0.45	0.69	0.31	0.01	0.22	1.55	0.78	0.92
window_361783	0	0	0	0	0	0	0	0.21	0
window_361847	0.19	0	0.06	0	0	0.03	0	0.28	0.06
window_361850	34.54	68.78	85.18	83.19	0.01	49.77	53.82	62.87	65.4
window_361881	72.16	124	119.02	98.1	0.45	74.5	25.3	25.92	159.59
window_361900	3.47	7.58	2.94	8.37	0.17	4.35	3.44	3.36	4.6
window_361947	0.08	0.29	1.6	0	0	0.48	0.5	4.07	0.24
window_361949	0.08	1.91	3.55	5.48	0	4.48	0.27	1.23	1.55
window_361998	40.7	35.37	81	21.53	0.32	6.35	5.83	48.01	52.46
window_362007	3.8	3.7	5.39	2.39	0.23	3.07	3	8.06	2.67
window_362008	3.8	3.7	5.39	2.39	0.23	3.07	3	8.06	2.67
window_362017	25.95	14.79	36.4	12.18	0.32	45.15	12.76	40.23	15.07
window_362018	1.47	14.44	18.15	36.91	0.01	9.03	8.32	4.42	6.65
window_362032	5.7	4.82	11.4	4.69	0.16	2.52	2.25	9.71	3.07
window_362034	19.29	6.89	25.96	3.51	0.09	10.75	5.83	29.58	7.3
window_362037	25.66	14.67	42.89	9.4	1.98	9.69	22.98	35.54	22.54
window_362039	17.6	11.68	20.65	10.06	0.95	8.84	10.48	29.86	13.59
window_362040	17.6	11.68	20.65	10.06	0.95	8.84	10.48	29.86	13.59
window_362044	31.82	10.9	23.22	16.7	0.12	16.64	11.2	24.95	17.2
window_362045	4.53	3.26	7.69	3.61	0.03	3.55	1.24	10.3	4.95
window_362049	11.32	5.32	17.49	2.43	0.1	2.39	1.25	9.77	3.37
window_362065	2.14	10.14	7.12	22.17	0	1.21	6.3	4.44	7.58
window_362066	24.15	15.23	35.87	7.37	0.21	4.38	7.94	61	10.07
window_362081	47.53	43.005	23.81	119.275	0.685	33.815	14.34	65.74	31.875
window_362086	13.25	2.41	17.18	4.84	0	2.39	2.02	13.16	7.22
window_362087	13.25	2.41	17.18	4.84	0	2.39	2.02	13.16	7.22
window_362147	0.89	0.61	1.82	0.56	0.04	1.05	0	0.84	0.35
window_362155	6.7	2.24	4.08	2.76	0.11	9.02	2.42	9.25	4.01
window_362157	2.18	0.96	1.86	0.84	1.3	2.37	1.04	2.7	1.56
window_362165	53.9	211.52	99.07	151.6	0.33	30.07	73.25	16.67	219.34
window_362166	1.47	2.14	8.63	1.74	0.03	0.75	0.71	2.64	0.54
window_362175	4.45	2.38	7.25	2.28	0.08	2.05	2.72	4.98	2.88
window_362176	4.45	2.38	7.25	2.28	0.08	2.05	2.72	4.98	2.88
window_362177	4.45	2.38	7.25	2.28	0.08	2.05	2.72	4.98	2.88
window_362188	6.71	2	6.76	3.9	0.04	15.03	3.5	31.9	16.36
window_362203	1	0.41	3.06	0.41	0.18	2.81	0.71	3.1	0.98
window_362215	0.32	0	0.12	0.07	0.01	0.81	0.02	1.57	0.04
window_362229	0.12	0.05	0.08	1.11	0	6.55	0.04	0.14	2.29
window_362251	8.43	0.91	2.65	0.18	0	0.09	0.9	16.15	1.38
window_362262	0.01	0.03	0.24	0.34	0	0.12	0.07	1.71	0.04
window_362263	0.07	0.43	0.68	0.39	0.01	0.65	0.11	0.06	0.13
window_362264	0.07	0.43	0.68	0.39	0.01	0.65	0.11	0.06	0.13
window_362284	0.01	0	0	0.07	23.08	0.04	1.5	0.03	0.2
window_362286	0	0.04	0	0.11	0.95	0	12.15	0	0.23
window_362294	75.04	59.43	100.03	12.19	0.45	25.74	5.36	64.46	14.17
window_362314	1.36	1.76	0.13	2.49	0.01	0.49	0.43	0.5	12.66
window_362315	0.71	0.22	0.72	0.04	0	0.74	0.09	1.17	0.23
window_362316	0.71	0.22	0.72	0.04	0	0.74	0.09	1.17	0.23
window_362317	23.9	18.61	59.67	396.89	0.02	21.66	10.96	17.16	61.13
window_362343	106.58	403.84	487.15	204.54	3.33	36.62	19.49	52.73	1103.72
window_362344	106.58	403.84	487.15	204.54	3.33	36.62	19.49	52.73	1103.72
window_362351	0	0.04	0.26	0.47	0.01	1.03	0.02	0	1.2
window_362359	1.31	0.04	0.38	0.39	0	1.12	0.75	11.09	0.65
window_362361	1.31	0.04	0.38	0.39	0	1.12	0.75	11.09	0.65
window_362463	1.13	2.16	2.42	2.02	0.27	1.15	1.08	4.28	2.4
window_362464	1.13	2.16	2.42	2.02	0.27	1.15	1.08	4.28	2.4
window_362468	3.04	10.13	10.54	1.15	29.3	0.08	51.51	6.77	4.84
window_362469	22	11.19	13.48	17.08	0.05	12.04	6.35	18.03	13.11
window_362483	12.99	3	15.01	6.68	0.02	20.93	2.74	12.1	7.92
window_362484	24.17	8.99	18.48	6.15	0.16	8.68	5.67	25.33	6.71
window_362488	0.76	0.69	1.94	0	0	0.31	2.25	0	2.19
window_362493	6.49	5	4.46	6	0.24	9.07	14.28	6.86	11.44
window_362494	2.62	2.95	4.71	3.02	0.2	3.72	3.45	9.42	1.8
window_362505	96.88	26.55	85.8	27.57	1.81	34.57	28.36	133.57	53.8
window_362621	0.5	0.71	12.94	2.58	0.02	0.56	0.48	2.4	0.94
window_362624	18.38	1.75	2.75	0.38	0.21	1.56	1.88	45.98	6.2
window_362653	0.12	0.14	1.47	0.68	0	0.97	0.24	1.59	1.13
window_362662	8.005	3.76	7.05	3.86	0.52	7.74	5.83	14.125	2.825
window_362663	16.01	7.37	14.1	7.72	0.23	15.48	2.81	28.25	4.41
window_362697	115.67	63.46	41.56	26.32	0.53	9.51	20.76	53.96	33.89
window_362700	10.37	6.12	17.29	6.51	0.13	5.79	3.81	21.78	5.51
window_362701	0	0	0.14	1.56	0	1.19	0	0.07	0
window_362702	11.37	13.77	13.89	10.48	0.29	16.47	8.56	16.18	11.09
window_362706	3.1	2.15	4.09	1.43	0.07	2.89	1.35	5.42	1.99
window_362707	3.1	2.15	4.09	1.43	0.07	2.89	1.35	5.42	1.99
window_362714	1.99	0.17	0.48	0	0	0.18	1.11	35.05	0.06
window_362837	0	0.02	0.01	0	0	0.16	0	0.06	0
window_362842	2.09	0.91	3.26	0.18	0.01	0.47	0.07	2.17	0.35
window_362845	34.58	46.77	30.77	24.3	0.22	56.79	17.37	36.35	32.04
window_362854	35.48	134.16	69.57	49.96	0.42	62.74	17.31	21.15	188.34
window_362855	0.01	0.03	0.05	0.09	0.77	1.24	0.73	0.06	0.14
window_362857	3.4	1.31	8.52	1.46	0.13	0.92	1.56	16.41	0.85
window_362880	24.73	38.17	61.61	33.55	0.18	11.06	57.05	50.03	41.28
window_362882	45.2	20.61	59.93	17.58	0.76	37.28	14	66.06	21.14
window_362883	0	0	0.18	0.09	0	0.05	0	0.06	0.01
window_362885	1.61	1.7	2.84	0.61	0.03	0.56	0.59	4.45	1.15
window_362888	10.23	8.88	15.09	1.94	0.15	3.49	1.18	7.91	5.02
window_362889	10.23	8.88	15.09	1.94	0.15	3.49	1.18	7.91	5.02
window_362894	0.48	1.34	1.33	0.87	0.02	4.57	0.47	1.28	0.49
window_362895	0.48	1.34	1.33	0.87	0.02	4.57	0.47	1.28	0.49
window_362924	0.15	0	0.13	0.52	0	0.18	0	0.19	0.01
window_362925	0.15	0	0.13	0.52	0	0.18	0	0.19	0.01
window_362926	0.15	0	0.13	0.52	0	0.18	0	0.19	0.01
window_362952	13.97	2.02	9.2	3.59	0.08	5.68	1.88	10.86	6.75
window_362953	1.21	1.39	2.24	1.46	0.26	1.47	1.91	3.32	1.3
window_362955	12.12	7.04	12.36	7.38	1.78	8.95	55.87	19.72	12.21
window_362956	5	2.31	4.21	0.99	0.06	2.96	0.66	2.95	2.62
window_362969	0.01	0.01	0.04	0	0.94	0.04	13.74	0.01	0.22
window_362970	2.55	2.6	7.27	1.38	1.24	2.36	7.53	5.49	3.19
window_362972	7.29	10.88	66.45	12.33	0.02	4.8	4.22	35.4	18.21
window_362974	5.47	26.15	9.45	12.4	0.01	2.53	6.82	33.19	4.8
window_362975	0.67	0.48	2.34	0.32	0.01	0.77	1.28	4.44	1.3
window_362983	0.05	1.08	7	1.32	0.08	0.7	0.17	0.28	9.44
window_362984	8.92	2.9	8.33	2.82	0.57	8.13	2.12	9.21	9.7
window_362991	0.06	1.25	0.31	3.09	167.88	0.09	264.69	0.12	9.49
window_362992	1.07	0.83	1.28	1.06	0.07	3.14	0.27	1.07	1.12
window_363003	0	2.51	0.39	0.21	0.06	0	42.04	0.05	2.48
window_363004	0	2.51	0.39	0.21	0.06	0	42.04	0.05	2.48
window_363006	28.2	59.81	40.3	40.43	0.11	29.12	90.63	20.58	28.11
window_363010	22.42	16.4	21.58	9.04	0.09	5.28	4.33	33.08	12.49
window_363011	22.42	16.4	21.58	9.04	0.09	5.28	4.33	33.08	12.49
window_363036	0.16	0.52	8.58	0	0	0	0.04	0.53	0
window_363037	0.16	0.52	8.58	0	0	0	0.04	0.53	0
window_363047	8.63	1.21	3.97	2.34	0	2.66	0.57	5.04	7.25
window_363048	0.94	0.115	2.26	0.34	0.005	0.36	0.275	1.38	0.235
window_363070	0.2	0.04	0	0	0.18	0.03	6.22	0.34	0.42
window_363071	0.61	0.79	1.74	0.8	0.09	0.69	0.68	1.84	0.53
window_363075	0	0	0.02	0	63.02	0.06	0.41	0.21	0.13
window_363077	1.44	0.59	4.05	0.43	0	1.51	0.3	2.52	0.23
window_363079	80.37	219.12	70.26	118.58	0.12	40.87	76.85	69.34	79.67
window_363083	1.94	0	0.01	0.09	0	27.22	0.38	1.27	0.01
window_363117	0.71	0.31	1.13	0.42	0	2.08	0.18	1.07	0.41
window_363120	0.1	4.84	45.37	2.97	0.11	1.68	14.2	0.81	7.05
window_363130	6.94	1.655	18.79	4.44	0.065	12.48	0.53	10.065	3.695
window_363132	9.52	2.9	7.14	5.13	0.09	4.47	4.15	11.31	3.65
window_363136	2.6	2.31	1.92	1.93	0.02	8.58	2.12	2.76	2.36
window_363139	16.98	8.37	20.82	21.38	0.22	9.29	6.17	36.08	20.58
window_363200	0.03	0.67	0.11	0	0.09	0	2.51	0	2.41
window_363212	2.28	0.05	1.77	0.07	0	0	0.02	0.01	0
window_363242	4.86	0.52	3.7	0.48	0	0.03	0.24	4.02	0.22
window_363258	1.33	0.16	0.07	0.28	0.01	0.14	0.21	1.72	0.05
window_363268	0	0	0	0	0	0	0	0	0
window_363287	7.85	1.74	9.59	1.22	0	0.03	0.08	5.16	0.24
window_363311	0	0	0	0	0	0	0	0	0.01
window_363319	0	0.07	0	0	0	0	0	0.14	0
window_363337	0	0	0	0	0	0.16	0	0	0
window_363398	9.86	8.65	14.05	7.91	0.12	21.41	3.04	11.36	7.13
window_363399	9.86	8.65	14.05	7.91	0.12	21.41	3.04	11.36	7.13
window_363405	8.33	4.55	6.37	1.1	0.28	6.77	2.73	7.98	2.35
window_363411	63.52	21.96	56.1	5.62	0.04	3.93	14.24	223.21	4.11
window_363413	89.36	117.21	413.76	17.62	1.69	10.05	174.66	5.95	163.39
window_363453	4.96	46.81	32.62	8.71	0.12	1.18	23.44	10.21	25.14
window_363458	1.33	0.83	1.29	0.23	0.07	2.1	0.13	1.06	0.99
window_363480	0.28	0.29	0.89	0.12	0	0.18	0.1	0.41	0.15
window_363485	0	0	0	0	0	0.04	0	0	0
window_363514	20.91	95.65	221.77	544.31	0	123.58	9.98	170.08	87.2
window_363515	4.89	3.31	5.52	1.37	0.04	3.63	2.19	5.16	2.8
window_363516	4.89	3.31	5.52	1.37	0.04	3.63	2.19	5.16	2.8
window_363522	93.4	59.72	116.1	146.67	0.03	2.34	81.25	65.24	19.05
window_363523	7.65	6.12	7.47	7.55	0.78	11.01	5.82	7.56	8.65
window_363536	21.66	11.17	30.49	2.76	0.35	2.34	6.19	47.97	5.99
window_363538	0.05	1.01	1.16	0.22	0.03	2.33	0.21	0.31	1.4
window_363559	13.43	11.71	15.13	4.22	0.05	9.22	6.39	6.1	8.79
window_363563	2.33	1.92	3.12	1.45	0.08	4.03	2.97	2.53	2.52
window_363564	2.33	1.92	3.12	1.45	0.08	4.03	2.97	2.53	2.52
window_363565	0.27	0.14	0.46	0.16	0.72	0.48	17.78	1.69	1.54
window_363567	3.34	1.75	3.82	1.71	0.35	6.19	4.94	3.69	2.33
window_363576	1.16	2.16	2.02	1.66	0.01	1.89	0.48	1.52	0.97
window_363579	1.55	20.84	2.21	9.63	0	21.66	4.92	2.99	21.41
window_363588	1.14	0.43	2.34	0	0	0.01	0.09	1.09	0.26
window_363610	5.58	9.22	8.28	3.22	0	13.69	0.35	0.48	1.17
window_363633	0.75	0	0.01	0	0	0.01	0.07	2.75	0
window_363634	10.88	2.65	6.04	3.44	0	0.33	0.02	2.43	0.74
window_363636	118.25	134.5	179.53	102.39	0.22	66.65	53.55	88.49	351.66
window_363653	0.88	1.01	4.25	1.07	17.56	1.03	1.37	2.84	0.46
window_363666	44.39	38.14	71.96	19.25	3.17	21	19.44	68.21	45.16
window_363669	4.66	0.98	1.59	0.24	0.01	1.39	1.7	12.7	1.47
window_363691	9.39	1.29	10.22	2	0.19	6.29	12.3	16.59	5.69
window_363692	8.11	1.3	1.95	0.93	0	0.44	2.99	17.16	0.58
window_363697	31.91	9.23	34.46	2.71	0.05	1.05	0.92	16.15	3.12
window_363698	0.69	0.99	2.26	0.6	0.05	1.33	0.56	1.99	0.64
window_363699	0.69	0.99	2.26	0.6	0.05	1.33	0.56	1.99	0.64
window_363700	0.69	0.99	2.26	0.6	0.05	1.33	0.56	1.99	0.64
window_363704	66.71	38.96	79.33	84.76	0.22	34.29	14.91	93.7	64.79
window_363709	8.29	4.04	7.93	3	0.07	5.69	4	8.58	9.5
window_363730	1.75	7.6	10.24	24.34	0	12.7	2.45	10.97	6.49
window_363735	7.15	3.23	9.08	3.95	0.19	4.33	3.34	11.12	9.38
window_363762	2.27	7.22	3.89	7.28	0.05	7.97	2.65	4.95	3.85
window_363766	0.06	0.47	0.16	0	0.14	1.66	1.37	0.15	0.89
window_363767	0.15	0.22	0.38	0.2	0.01	0.17	0.02	0.48	0.07
window_363775	36.2	0.44	10.47	0.52	0	0	0.05	0.47	0.56
window_363790	22.24	7.77	22.57	10.55	1.04	12.08	9.81	17.74	33.23
window_363791	0.53	3.76	16.58	11.19	0.01	2.69	1.87	2.37	7.32
window_363792	0.02	4.72	20.1	1	0.08	0.21	6.08	0.01	5.33
window_363803	0.2	0.07	0.6	0.1	0.46	0.35	0.91	1.02	0.37
window_363804	1.6	0.28	2.16	0.76	1.12	1.88	4.45	2.67	1
window_363823	0.1	0	0.25	0.06	0	1.44	0	0.11	0.07
window_363828	0	0	0	1.02	0	37.06	0	0	0
window_363842	2.17	0.96	1.29	2.54	0.02	1.13	1.62	4.63	2.22
window_363857	33.34	84.24	26.31	28.98	9.82	26.52	29.14	20.18	34.81
window_363877	3.41	10.41	30.77	30.77	0.01	5.81	3.69	8.77	13.11
window_363912	0	0.09	0.16	0	0	0	0	0.07	0.03
window_363926	0.35	1.12	5.61	1.46	0	0.26	0.58	1.51	2.8
window_363927	0.35	1.12	5.61	1.46	0	0.26	0.58	1.51	2.8
window_363944	0.01	0.05	0.37	0	0	0	0.05	0.68	0.05
window_363967	0.11	0.07	1.01	0.15	0	0.02	0.16	3.89	0.24
window_363968	0.2	0.37	4.34	1.58	0	2.09	0.11	1.71	0.48
window_363981	1.73	0.35	3.61	1.15	0.02	0.41	0.42	2.85	0.31
window_363985	0.1	0.17	0.01	0.58	0	2.11	2.33	0.63	0.07
window_363986	7.13	3.72	13.41	3.57	0.11	5.16	5.14	14.09	4.33
window_364008	7.15	3.65	10.84	2.29	0.11	2.08	2.99	13.51	2.77
